twitts,sentiment
411 am tuesday and still the thermometer on my balcony reads 76 this is huntington harbour send us the chill,1
steffaneelove aww that is too bad but yay really that is awesome maybe you can find her and reconnect d,0
carinak do you cook chinese food,1
just took a shower at novotel hotel,1
glitteranddoom of course 3 i will backe you cakes all the time,1
twois the only info we have so far is what i posted on lj,0
theatricel thankyou so do i xx,1
i am gutted i cannot find my sick sunglasses oh well how does is everyone this fit afternoon,0
gothisvoid and i am jealous you got a setlist they wouldnt let anyone take one from chicago,0
dubarrymcfly theres a bgt dvd in the news of the world 2moro,1
janexdoe i seen them on the webcastwish i was there,0
thanks for birthday wishes everyone,1
ah it is beer of the clock,1
went for a nice walk w my husband son played then decorated for his bday,1
never say never fiona,1
all day long well try to,1
girlbytes its sad that i knew you meant mondavi lol,1
off to bed up at 6,0
wants to eat spaghetti,0
sigh that was a fun party caught up with a lot of oldies and newbies getting some del taco now,1
so much for curling my hair on a windy day,0
johncmayer dear mr mayer if you even get my stupid responses please note that you left us with an error message thanks,1
are not they cute,1
god need a job,0
vfclovexoxo aahh i need to but i cannot seem to get my sleep,0
another day off so far its been spent reading in bed,1
poetic_line i know plus i always get ideas when they talk but since he blocked me his messages dont come to my phone anymoreim soo sad,0
vanessaahudgens is beastly goinghope you enjoy i had a question just curiosity when do you think i get a reply to my letter xx,1
equinox swissotel in 2 hours,1
barely goin 2 sleep princeralph count sheep or cats jumping fences those r easier,1
i had a dream that i yanked off my silver bracelet and broke it i guess it was reality,0
1 of the most depressing things has to b taking the time to open a peanut shelland then it being empty,0
nlpride08 yeah sounds good just lemme know im always down for random fun,1
hey tweeps i am tired today i hope everyone is enjoying their saturday,1
going to read postsecret,1
google says the weather in seattle shall be gorgeous do i trust it trying to match my leg warmers to my skirts,1
leia2187 someone was calling you names,0
_plum_ embarressing in my part,0
memaloose good lol what do you teach by the way louise,1
hellohelis oh pity cannot you sand it away,0
a surprise thunderstorm at 2am that could wake the devil or scare my boy is always welcome during stage 1 water restrictions,1
says good morning on this marvelous monday from sc,1
cicadastudio congratulations you are really getting out there,1
sweetkisses277 aww well i know how you feel believe me my insecurities and flaws are many good thing friends do not care about them,1
kayent does it auto refresh mine still shows 2 songs nice ones btw,1
watched the sunrise again this morning,1
rockergirl75 kudos to ya bows i had some trouble with insomnia a few years back i went mental now i am medicated to stop it,0
jerz_r1der that sucks so bad,0
flooded out of my house staying with someone in town unless the water stops rising i may use it as a homework excuse,1
miggy_twitchy saucemeup k going to try to sleep good luck with your whatsits and stuff,1
krissykiss i like that though i made a change or two,1
merlyn383 are you at the apple store today chriscavallucci lwcavallucci need your help,1
ladyparathis did you know you were on the list of the best people to follow on twitter congrats,1
yes yes yes my mum is gonna be out for the whole day from around now which means secret choco ice cream but i cannot stuff coursework,1
snedwan cheers followfriday and good luck on your run,1
good morning tweeters today is a gorgeous day and i am in a fabulous mood well minus the head ache and tummy ache,1
i got a new pre the only thing that i do not like is the fact that i have to pay 60 dollars more per month to use it,0
wow word of the wise just bc a celeb tweets back to you that does not mean the two of you are personal friends now ha,1
screw the rain i wanna swim,0
when the painkillers stop working that sucks my face hurts and i have swine flu ok,0
did a workout some housework and now gettin ready to do some writing i love being productive,1
ddlovato i wish i was there but i live in holland but i am going to see you in paris,1
listening to music in a boring and cold day a boring weekend,0
these live sessions kill the cd fucking epic,1
my lucky number,1
lamoreauxart agree beautiful paintings you create,1
oh dear did not register to vote and now i cannot should have listened to the adverts,0
ipkat he is a fantastic lecturer,1
some mistakes are to much fun to make only once,1
lol hero saves girl frm house on fire then pumping her to take out extra smoke from stomach like you do to in case of drowning naseeb,1
heatherfeather0 happy bday heathers dad hubbys dads bday is the 14th my daughter will be 3 on the 28th,1
jim carey has not made me laugh since 1997,0
strydebeezy i hate twitter,0
marieluv image not foundfail,0
the best things in life are free,1
i just had beer pong at my place and now going to bed,1
itschristablack ohh thought maybe they were planning some crazy stunts you never know with them haha i cant wait to see you play july 26,1
paralogy oh man and if it was sharp enough you wouldnt even notice for a few strokes ah i am making myself ill,0
he cannot see the smile i am fakingand my hearts not breaking,1
tweettips4u i would love to add you to my fb acct but your link is broken try mine that should work,0
wishes he had the money for either a sigma 120300 of a ef 70200 l,0
heylaurenmack that is one lovely description please tell me what it is so i do not make the mistake of attempting to smell it,1
ok i am hitting the hay night night twitterverse glad to have got reacquainted with you today xx,1
my dad has gone to darwin for two weeks for work i found out after he left he didnt even say goodbye im having the worst time ever,0
i am so freakin sleepy i hate that i have to read this loong and boring book s,0
still far from home but weirded out by the maxi bnp idiocy when did this twatness come to a reality pass like jm le pen in 2002,0
schaeferj89 yeah its been playing up through the main pagei think i sorted it now thohave fun partying tonight,1
last day in tx ill b home tmrw yay,0
best fucking movie ever furansis yes x_dodo go see it,1
escapingalex when you come to realise this means you are smart well done alex proud,1
tiffanycaress thank you but i kno i did bad on my physics test yesterday,0
theavenged way too fiddly for me and just to sensitive im clumsy lol,0
goodbye kansas on my way to st louis excited to see my girls,1
karlaarmendariz well when youve been there since 545 am like me one tends to become thistractable while running the powerpoint,1
taking a train to paris today i miish lydia someone take her with me,0
noo drop by 1 102 bukisacom,0
i am so not feeling well,0
no place like home the airport catching a flight decided to tweed,0
bangerang_ian 4 pm the lakers play 330 well watch it there haha,1
we just got in from our midnight dog walk so nice it is scary to know that rapes have been taking place so close to here,0
heading into le subwaymuch luv to all my tweeps,1
made a new screen name so i am making new accounts,1
i have not been outside all day been stuck in bed,0
taking syd home but we had the best time,0
pitypete student talaga lol though i envy their vacation,1
mrsluciusmalfoy mother i do not feel so well,0
i changed the background,1
4 days till my birthday,1
aron93a aw did anyone show up at school,0
woohoo sendit4me itunes link is number 98 in the photography category in the netherlands small win i know,1
new moon looks amazing november 20 2009,1
livenation knows how to ruin my day,0
cassieventura i agree there is something a lil off about thatnot sure what but something hope your hotel stay is going well,1
11wdnick i was bout to say my uncle do not love me no mo i am koolin bout to watch some be be kids,0
tommcfly i really miss you and the guys,0
i am not feeling very productive today,0
angelawb i am glad your day went better and i hope today is fantastic xo,1
jennprattartist my computer do not like tweetdeck but impossible to follow twitters without it,0
awe i wish i was with everyone in new orleans looks like you guys had a blast,0
i did it one full day away from twitter i had to make sure i was not addicted,1
trying to figure out this whole twitter thing,1
what a shitty weather in paris,0
galiit aww no ahaha that makes more sense lol,0
ahh copa woop i cried tonight nearly finished college bexeyyboo,0
terrencej106 im up but im sober,0
its halftime break here in the office and so far work still leads by a tonoh boy,0
lindsay_dee i have to work on sunday i am sorry,0
things are good again,1
joeymcintyre i will be there and apparently chicks are camping out already lol,1
trying twitter for the first time,1
i am sad cannot go to the winery today w the girls i guess i will make up by going shoppinglol,0
linda_thompson shame,0
justin_a not at the mo but will be soon lunch outside and out with dogs me thinks enjoy your day,1
yogichi i cannot work at all anymore,0
naldzgraphics haha pleasant surprise eh,1
dropped off paint so my subletee can paint my old apartment he is a mess heading home to lay out,1
nickmoyer i am on my way but it will take some time driving from canadayou will have your work cut out for you when i get there though,1
bellsouthnet seems to be losing its mind frequently this morning dns problems connection issues etc,0
going to get my wisdom teeth out,0
azuritetalk wow that is insane oo well tell me if you get it to work i want to try it if it does,1
it is soo hot,0
sniffle its too late,0
cleaning boo,0
uploading a new video just some random information,1
my hubby will not work weekends i wanna cuddle boo,0
joeystych i am done with my finals i just have a 10 page paper due before i leave i already wrote it but she wants me to redo it,0
this is dedicated to janeane barofolo tcot,1
i will go skate boarding down my house buti am sad one person is not with me now s2,1
rbild89 i know it sucks why does that happen to me all the time i need a different brain,0
i guess that this will happen again this year pur hubby,0
is overwhelmed with all the followers thanks guys keep posted,1
cristinas court nominated for second emmy hooray,1
my shoulder is causing me pain,0
laexis and the habitat is twitteractive neat,1
likesunday shanghai,1
mileycyrus omg well done thats amaze soo many,1
casket4mytears thanks i see you got your updates unlocked what did you have to do young lady,1
stroke9 if you will it dude then it is no dream you want a toe i can get you a toe i could quote this all day long,1
thetidalrabbit i wish mine will be like that but i just know it shall not i will have mountains to conquer,0
getting ready to say good bye to some of my chicago friends,0
will have a photoshoot on hmmsaturdayi think i cannot,0
youngq you can always call me,1
i can say that all my dreams become true and i will tell you soon why,1
cntrybmpkn thanks for the support i am proud of what i have accomplished but i want to accomplish more life just seems to get in the way,1
good morning tweeters today i have so much work to dobut i only want to write poetry have at least 4 poemss swirling in my head,0
nesarajah unfortunately only ddr2,1
ladydenden i miss you more,0
edzjohnson i dont have any home work french test on tuesday tho go on blog tv again,0
is at work,1
just went out buy food with mommie and saw a cat and i uturned walked another path urgh how to overcome fear of cats,0
bia_loves_nkotb i hope ya win ya need to take 10203920203920329032 pics of danny for meand i guess jordan too,1
its over im off home tonight so sad for everyone to be gone and for this to be over,0
timmy_sabre lol thanks timmy enjoy,1
fingers crossed that my neighbor can sign for my ups package today otherwise it may be byebye pretty skirts,0
asdfology what about me,0
crazysaraxd email or direct message his manager shmoody im sure he would love to hire d,1
hum un remake de v,1
hate it when mom and randy fight seems like that is all they do lately,0
officialkat agreed 90s were amazing especially tv shows i miss good cartoons,0
carmen_believer i know that is ok most did thanks,1
getting ready for schoolyay the last day of finals,1
sitting in my cube watching the squirrels play,1
is off to the manc academy cya there tbo,1
all babies too expensive worn out too much walking addit also sick again,0
afrikajay i wanted to get a pic but the light turned green,0
eyinteriors i am good thanks like you i have been working hard on my biz,1
not seeing the potential of all this free traffic at your fingertipsyou need to check your own pulse,1
the evo is very very poorly new acd pump required ouchorama anyone need any programming or project management work done,0
vivek1209 you know my twitter profile has got a google page rank of 3 yaayy you got pr of 5,1
i really really wish i had money to buy books,0
luannemanlapaz luanne i changed my layout because of youlet us see if it works,1
so hot out there i am in work,0
clouddancefest would be good maybe i should set my mobile alarm,1
woot how is everyone i miss the jonasbrothers i love you guys,1
very tired today dogs werent behaving last night,0
aah heating just died on me i found a hole in the kitchen sink water logged i soo wanted 2 get out 4 a sunday sesh,0
youngq i wish damnit blocked,0
has given up trying to learn how to play texas hold em pokerfacebook style as a result of loosing all her cyber money,0
it is so unfair they make all kids awards on the last day of school at the same time i have 4 kids,0
longest day ever i am in production hell,0
wish i was free 2morrow now i have to sleep,0
going to get a new hair cut,1
test today berry hardggrr,0
rach3lizabeth so so so soo i miss you,1
seems to have lost her profile pic,0
goodshoeday yeah problem was i did too much of that at the weekend anyway i hate to waste these sunny mornings not for long,1
taylorswift13 that is cool but san francisco california sounds so much better,1
nothing like a lil sweet emootion you know who it is,1
luce0606 no promotion no record,0
i have a exam tommorow its chemistry its going to suck,0
hanging around listening to music,1
i really hate hiking i really do it is soo boring i think i will stay the hole weekend in the hotel,0
why does my nose keep plugging upi do not have a cold had dream my mom was preg going into labor her husband did not know wtf to do,0
spanish exam tomorrow hello ten pages of hell s_,0
drinking fake juice,0
ouch again bye twitter,0
kirstiealley i am a big fan of yours you are a great actress,1
apparently steven wants to go to war,0
playing re5 for 7th time i need to unlock everything,1
oh and it runs hot,0
just realised i toally forgot tonights rerun of house because i was too busy surfing the aha websites only caught the last 30 seconds,0
i have managed to stay off twitter to get some post festival domestic stuff done it appears i have not got much done though,0
dahandsomhustla aww that is so sweet but yess i am cleaning,1
gymfu doubled my starting crunch count today,1
oops she did it again that toxic britvids back oh how i would like to hit that baby one more time and bugger cannot remember any more,0
_huny sure didnt ended up making funnel cakes instead me thinks tonight is a chinese night though or even lunch its cheaper lol,0
bill maher sotomayors wise latina woman provoked ppl like limbaugh to go out and prove her right,1
hilsatlvsonline thank you for recommending ninjaxplorer hilary,1
mrsddoubleu and last but not leastthey call me bully,0
math exam is tomorrow and im pretty nervous,0
ajmarquez yes is the new casual friday,1
help this is no joke seriously wat is tyler and his friends doing ohh i think i kno god wat a moron now i have to do something,0
wxgeek uh huh say have you heard from michael sullivan kg4srh lately i have not in a long while i feel lonely lol,0
como quisieraq tu vivieras ugh this jam session started happy and nownot so much,0
the only site i need baby my own head,1
ispyvictoria i love your hooters hahaha,1
acryfromthesoul niice i missed it the 1st time i love this melding of filthy minds,1
kcp2150 i dont want some mosquito thisease,0
im up last day sad sad goin for a breakfast now,0
i am trying to figure out how to tweet and why i should,1
had a great day went shoppin college 2moz sud b,1
i am cold,0
watching the grudge 2,1
2500 poorer thanks to an audi transmission,0
my day swimming through rocky reefs deli sandwiches snorkeling riding waves sand in my shorts sunburn beer in pb with friends,1
big_jim hey m8 thx for the ff hows it going hope you have a great weekend,1
getting ready 4 work and yes yesterday was finally a great awesome busy day at work,1
sydney uni vodafone app for iphone winner runners up congrats enjoy your iphones,1
please think less but see it grow hoy es un largo largo miãrcoles que lo thisfruten,1
ouch i jst banged my tooth im an idiot rnt i,0
i can hear my liver singing the chorus to lily allens its not fair over and over dont think we can be friends ever again,0
missmaryj the chick he let go was looking too fine,0
hey ryan_leslie xoxo,1
be back later,1
i love song of the day,1
victoria_mo congrats happy bday,1
mom says i gotta go help clean the kitchen agghh will try and come back in a bit henry,1
mangosecret143 whats wrong,0
meeshiefeet thanks i think i will bounce back pretty quick,1
889grapevine looking forward to the new website,1
finally off work i feel so gross,0
srijithv i still cannot see the firefox offical release 35 in the site,0
myfuturelies follow them,1
talking to dii and missing her terribly,0
montana_22 i took 4 years of it and university butmy camera broke down gotta find a new lens online tho anyhow love your pic,0
mai kt 15 lï½ _ hy vng lï½m tt tt 1 tï½ thi c t hi quï½ ri,0
wanna finish my food but my tummy hurts,0
left 4 dead 2 already and crackdown 2,1
smaulren dude now my winzip has expired,0
getting changed into my jammas,1
pdxsays keith jarret is one of the seeds for my concentration channel on pandora for writing i just cannot resist american routes,1
sillycilla sore is good i feel sore too i walked across the univ hosp parking lot fol,0
haha sorry selenagomez but that picture of taylor lautner in the rain is my wallpaper,1
craigthiscotrash dude i cannot stop watching greys anatomy i need to study so bad oh god,0
getting ready to go to hang with my bud angie i am going to put black streaks in it looks kewl on light haired brunettes,1
kaykayinar me too but it is saturday unfortunately you have to go,0
inelritmo you need to youre gonna regret it if you dont i dont wanna say i told you so if you fail your exams lol,0
enough with the lame jokes i must study,0
i need to pack but i really cant be bothered it means i am leaving,0
my keyboard is destroyed funny how a little splash of water will do that,0
lily bit my boob and made a mark,0
via en12 hi thanks for watching,1
lynsay mine wont turn on,0
iamstesha aw shucks i cannot make videos no more camera sobs ah well,0
work is so slow i wanna go home and go back to sleep,0
good twight hey im speaking twitter teehee,1
kiairaest1989 lol craziness hopefully i make it down there so we can go out be club junkies like 1st semester lol good thimess,1
working from home on a monday again i could get used to this i reckon,1
green_i_girl i do not think we have hickory farms here i will have to google it and see,0
i am tired of it its stupid feeling kinda down but listening to the jbthat always makes me happy,0
do not know what i did but i lost all the members of a group i made in tweetdeck the group exists but the peeps thisappeared from list,0
epic walk tomorrow i am excited,1
otaliaoz oh yay that is exciting hs graduation does he know what he is gonna do next,1
sometimes i enjoy the zoom of my car a little too much,1
pandji steny_agustaf iya bilang kacamatanya copot 8hours,1
angrysnout yeah high chance of it we sure are lame mikifpher,1
my sinuses hurt,0
off to read midnight sun the fifth twilight saga book,1
aagw adrian i wish i could come over to canada hahaha3,0
it would be cool if license plates acted as phone enabling call 2 driver via kdoohan for everyone else except my license plate,1
siurekrek whys that and nice to meet u,1
livndlife oh no if it still works i will take it i need a new phone,1
hidaboi amazing i would love to taste iti will stick it up on myspace etc p,1
jishanvn hãp bi birthday báºn,1
off to start doing stuff i am going shopping after church today being i did not yesterday later i will jot some more,1
miranda120 omg thank you so much 33 loveyou,1
aw93053 i am not sure i get what you mean please explain are you using the newest version,1
my computer is getting on my nervesi feel lonely,0
first well that was kinda gay,1
sitting here watching stomp the yard chris brown just died,0
surferboris head is fine my ribs arm on the right side are killing me,1
romeojuliett is very nice,1
i am not feeling espns bootleg coverage of the french open i am still in nyc my aunt does not have tennis channel,0
heidi_jackson i needda good cry too,0
goodnight twitterland had a great weekend love to hear about yours,1
lianegraham this is probably not the kind of help you were looking for but you do not look fat in anything ever,1
yay engineering badge get anyone wanna trade for science,1
another intolerance thiscovered,0
madonnacramer thx for retweet we also have groups for adoptive parents first parents adoption professionals etc,1
whos pregnant not me i got the right answer mmwanted,1
i turned my twitter back on on my way to san antonio riverwalk tonight fiesta texas tomorrow and competit,1
r0ckcandy,1
about to go into exam,0
bfnews i do believe photoshop can answer that question,1
enyflyguy22 im like a fat person i eat almost anything jus get me watever you get,1
cnicelb me to fam i had many tears earlier from my friends funeral how was your dai,0
playing poker 6 down at to moment,0
boom boom pow time to get some zzs night yall,1
i need you,0
robsessedblog sadly i am so going to have that window open the rest of the day zomg they are hooking wires up right now heh heh,1
kfialkowski i am pickin up what youre puttin down,1
just saw a promo for the new season of trueblood on hbo i am hooked once again,1
brittany_ann i miss you too when do i get to see your face,0
just remembered she has the dentist laster dammnn,0
confuse big time sigh,0
at the bradley center i probably would not live tweet unless i get super bored,1
french oral on tuesday i will fail on the plus side got my ear to 8mm hurts though,1
reatlas clean me,0
tbmiller why yes yes i do pick apart every film i watch,1
i am in english we have a sub everyone is talking opening night of the musical2 days,1
soo late time for bed nighty night,1
what do i have to do right now i think she knows yet i do not wanna know there must b some way out,0
mama_cholo lol not much a change there lol i kidd yeah just feel so old there for some reason and of course seen someone i knew,0
lunch time gonna watch jon kate plus 8 the divorce episode,0
i miss jon and the band,0
my sister is pitching for hartwells lady warriors awesome,1
coco_belle at the beginning of the week i think actually gutted i do not have one,0
hates her new haircut,0
off to bed good night loved roland garros today,1
nostalgic modesaw pics of old classmated on the net todayhow i wish id get to know where and how theyre doing today,0
iloveejonas yeah omg i got an email from tj saying i did not get mg but i had gotten soundcheck so i am still freaking out lol,1
jonasbrothers still waitin 4 the nicks basketball video and joes single ladies dance,0
i feel hungry i might have an apple but there are none,0
tss im feelin like im about to let go,0
one fool proof way to be late wreck your car,1
lanafromoz aww shut down there goes the home alone fun,0
it is a night of nightmares,0
poor mom she is sick pray for her,0
ahh they want to make downloading illigal here darnit stupid government wheres the fun on internet without downloading,0
studying in bed while everyone is going out tomorrow final exam and then it is waiting time aka nerve wrecking,0
nd things could not be betteri wouldnt trade him for all the tacos in the world,1
sassylassie3 i did not record it or i would screen cap your ass off,0
lots of rain outside time to deploy the hovercraft,1
nathanfillion raincoat and sunglasses covers most days enjoy loving castle btw,1
songzyuup i am not there but here in ct maybe see you on friday have you forgotten your ct family,0
pigtheday,1
sullivans since a cold front is coming,0
enjoying every second of my vacation,1
ok i ballsed up my email cleaning and just marked everything bar 41 emails as read my organisation skillz r fail,0
ugh i knew drinking that monster was a mistake,0
morningloves a day of no plans ahead anyone wanna hang out,1
colorblindfish we like revelations you been spending too much time with the boysur all just teases,1
would like to change my username in fb want it to be uniform but it is not possible,0
kinda pissed missed a whole section of hair that i didnt curl,0
it is times like these where i wish i had a iphone so i can tweet whenever i want going over the boarder soon note fly from toronto,0
lomodeedee and a good choice that is,1
evilchristina stinky perfumecologne makes me sneeze i am allergic to it i would have def had to move,0
aleksk coffee is an essential vitamin fact,1
omg my crackberry is going dead nand i do not have my charger darn pandora radio noo,0
alaskacook hey there i kiinda hate you right now i got to sit in an office for 14 hours whee,0
i miss my boyfriend badd,0
just got tickeolled in re lobby of my hotel,0
sarahaccident my plan is flawed,0
greeneyes1966 sorry to be the bearer of thisappointing news,0
godamnarmsrace i prefer special as opposed to nuts,1
played some fun improv games for hours with my wife brothers and my brothers boyfriend a wonderfully insane time was had by all,1
slackmistress betheboy lisapotato it was fabulous meeting all of you last night was fantastic and it was better than me cooking,1
jenn23456 much more dependable than women and sex,1
i miss vlogcandy,0
i am a freelance writer for braille porn and a stunt double for a hand model for palmolive thishwashing liquid from shinyhappyhead,1
blogtv is hatin,0
sillybunny_bp burn after reading az a film is nagyon rendben van,1
trent_reznor cant wait for the o2 london gigwish it was a better venue but cant wait regardless,1
richardbadge got it to work by standing next to window proof of concept but not practical for main lecture theatre,0
heyernie ok do you need me to print anything else im printing in yaks tomorrow like practically my whole album,1
loz is real fun love it,1
davidarchie hi david just wanted to say good morning if youre waking up around now lol have an awesome day,1
perfect day pourin rain and i am doin huge puzzle on the floor with friends ahh,1
bored at work while the sun is just chillin outside,0
voodoochile85 haha thanks they were cute but not comfy,0
amazingly i dont feel dead yet have loads of energy,1
kristinmorelli congrats i love what bob doyle has to saybut busy tonight,0
therealjordin fave place ever there are so many in toronto we should go when next time your hereaugust 30th they let you crack the egg,1
emmamariejo good lord no there is nothing about him which is gay,0
play the guitar is the best i just wish to some of mine friends could read this,0
sorcha69 there is that way too well spotted,1
trying to set up my facebook page if they would let me,0
ladybug8320 oh yes i sure will but sad cause i will miss the view at the house am leaving actually,0
kinda sad i am not in the city for fob rn,0
my laptop is about to diee what should i name her yes her cuz guys are ikcyy,1
aileen2u2 it is pretty perfect eh yes we cannabis i saw some of those signs at the global marijuana march too,1
i hurt my toe stupid plant was on the ground and i dragged my toe over the damn thing antiseptic ftw,0
it is gonna suck being the only sober one tonight,0
just finished my last exam and my sims 3 collectors edition arrived and the dvds i ordered and infamous for my ps3 good times,1
it is funny how children accept falsehood of their beliefs whereas adults do not,1
gonna call licokitty later and talk for 10 mins to test if its still taking mins frm my acct to talk to her it shouldnt but it will,0
that is terrible,0
my nose is really stopped up,0
is so excited for the fray concert today also wishing her baby good luck on her interview today,1
innuendogirl i know i never have anything to do so i create arguments over nothing my life sucks,0
go at skool now and berfore i go at skool then i eat and so go to skool,1
hates being stuck at the new house with the worst migrane i have had for months,0
qualitycomics yeah i will heyyou dudes open late on friday ill try pop in after work then or saturday if i can,1
watched in horror as a big wikipedia edit i made just thisappeared due to clumsy fingers closing browser a sign to find another hobby,0
nicole_hammett thanks nicole i will check out a few things tonight and let you know,1
good morning guys,1
thinks jokes on tragedies are done in bad taste,0
eugh just seen a huge spider running about had to kill it with my shoe i hate spiders crawlies that come out in humid weather,0
soegordo i am pumped for the agency,1
i hope im adopted that way i would not have to be related to my brother,1
at a mediteranean resteraunt in elmhurst spinach pie mediteranean salad lamb shank and kabobs three people,1
goodmornorningg my darlings littlemissunshine is up bright and early i just do not understand but getting better slowly and smiling,1
selves oh sadness,0
i am hungry will someone please bring me breakfast,0
hm tweetdeck has lost all old replies,0
working 10 hrs today thankfully its the end of my 44 hr week,0
scribblepaper omfg i i could not stop saying this to myself last night too,0
widespredd okay cool lol im only going their to see air traffic play,1
toriilovesmcfly well you should be corr you pissing tart lovee xx,1
serianna sort of i had a dream about bbq so i made bbq sauce i got country ribs and cooked em with it turned out good,1
im tired but i just wont and cant go sleep,0
mum stabs daughter on csi makes me so so sad,0
issie07 ino he is making it way to obvious that it is about taylor l ii feell so bad for her x,0
someone in united states did not like chess tower defense,0
hiya watched a very boring motocross i got splashed w mud yikes,0
een dang apple i do not understand why they cannot do that automatically it make perfect sense that the release date should be,0
awesome muddy shoes,0
just got back from stake n shake and my tummy is hurting because i ate too much aww,0
catieronquillo i think i do that on purposei think it is on summary i will fix it,1
ahh the computer shut off in the middle of a session my music is gone not in da mood anymore,0
i want to go to the beach,0
cant sleep not feeling well,0
kelsyc that just does not sound appetizing,1
roundkickgym no prob and the same to you,1
2 many spammers pe twitter,0
mothers day has already began congratulations mom love you and you know it,1
worried about my job think it is time for another job search,0
ggee so rainy outside really just wanna cuddle up buti must go to class,0
there is another chance we will have more faith this time around,1
hey len were trying to start kevins truck and it is late already do not think we can make it to onyx but promise we were toasting,0
its not early enough for people to be ringing doorbells is itt,0
i am tired and overworked,0
missing rock the garden today forwork,0
moving out to trydan twitter meet up see you there,1
i am having a hard time going to sleep high st orange st,0
gonna go read out in the sun for a bit then work at 430,0
says good morning cds selection today tp people omg am i certain,0
talsiach i tried it but it is too detailed for someone who does not tweet much like me although dt also supports the multipane view,1
in ict for science with adam conor and richard,1
diversity won and deserved it too only 2 exams left d and summer 09 is on the way,1
kalsoom82 heh he is been quite awesome for his side today a captains innings lets hope they dont get to 140 pakcricket,0
xuncovered_lies dude seriously i am laying here in bed trying so hard to pass out i am getting no where grr,0
going to london tonight,1
robnutmeg try again i heart comments good and bad,1
5hrs of digging136m of trenches and 1 out of 2 pipes laid under drivewayyet to be laid oh how an office workers hands have suffered,0
izasingson yesmy brother went home alreadysuper hassleand scary,0
did dat sound weird haha bt its true,1
muffinbandit13 i know yay my sister is having a baby when he is born i will bring him to ohio to meet his uncle casi,1
friendlybacker lol im jealous that you dudes get to see nin so many times waa,1
is going college laterboring,0
yeuri this reply system is actually for one person but if you want a secret onetoone message there is direct messages,1
voted sparse and uninspiring choice in this ward and after sprogs are abed i shall be designing medieval fonts with colleague,1
tomorrow is june and a half of 2009 is gonna come,0
garethemery cannot wait for your gig in zouk kl hope it will be another progressive night,1
cap and gown heyy,1
tabicat91 no la i just thought of that stupid sales girl at fep,0
emilyjamesk i got all three seasons of greys on dvd for my birthday me and you should have a greys marathon weekend or something,1
just making a appearance whats goss floss,1
tummy ache in class,0
please help me together we can beat cancer,1
whoremydior can you tell charmful to please be my 500th follower,0
lastnerve200 friend alexiskold and fraser and adaptiveblue and lauragiaimo glue_genie for all the glue gossip they are it,1
annazhou aww but your sisters adorable no i havnt told her yet coz we dnt have her till thursday,1
oh btw i blogged earlier sorta wwlaurathesmallblogspotcom it is not depressing i promise haha,1
today is already so fucked up and it is not even lunch yet,0
mrericpirate was up a good movie i wanna see that so bad,1
had a great time back in kl but it is time to start packing,0
photo secretive cause im being taken over by the fear,1
is meant to be painting the house today more interested in lazy sunday instead,1
wishes she didnt have to work tomorrow,0
ladydiamondblue nervermind then,0
had such a yummy dinner,1
ourman,1
anannyadeb it was splendid meeting you,1
i have so much shit to do where to startt,0
hanging with the most awesomest movie producer in the world explaining twitter follow lisahamil and say hi,1
jillywisdom love that you grouped me with paula abdul as we both attended the same high school not at the same time,1
i had an internetless day this sucks royal,0
doovde oh well at least you had a minifestival for one in your head must have been great,1
nothing is better than a nice long run in the pouring rain,1
djmistermike me too fck socal weatherr hmph,0
lolaoye that would be any mac version of a microsoft product,1
djmlk we should everybody knw you as mlk but i knw you as todd,1
wanted to be bicker free today,0
have to wait till tomorrow to get my iphone 3g s they are getting a shipment in around 12 tomorrow,0
contracted labourers bonded labourersbruised and battered at cbi,0
just wishes he would call me backgahh i am so frustrated with myself right nowthe one time i go to bed early and this is what happens,0
redallisonblack hey allison just wanted to say you did an awesome job on ai girl power lol rock on,1
i just got a new car beginning to think i should of just kept my old one man im lost for words,0
annaoscarsson if you found something please link me,1
devonmwilliams silly liberals paychecks are for workers,1
keyrover write until there are blisters on your fingers write enough for the both of ushave not written in weeks,0
on the way home from tonights gig went well other than one piece lost my place on the music ah well would not happen in germany wedne,0
arzleb haha of course i would not let her know i need to make sure breakfast ritual stays on,1
tamivegaxx aw that sucks i had to get up at 645 to get ready for my last exammusic but i am finished for two months,0
dirtyrose17 i wish i can,0
2 months till summer camp 2 weeks sweden with tents and canoes 15 adults 43 teenager and zillions of mosquitoes will be great,1
thttrendychick lmao i know we would look weird ziggykai imma just wear socks mimilainna yeah im only 55 yeah he is shorter than me,0
theraerae still would not let me comment,0
scorpfromhell the latest season doesnt air on any of the indian tv channels so i kinda download the episodes view them online,1
nucksbandwagon me too it was a tough reality check that is for sure but what cannot kill us can only make us stronger yes,1
so far fenugreek not working 25 oz this morning i was hoping for a million,0
good night by the way angels demos was pretty good,1
kimkardashian why did she do that to herself that is not the everyday business as long as melo can tolerate it i guess,0
lelahg next time,1
dagolion dang must be really hot there,0
britneyspears i cant believe i missed your performance at the o2,0
bygodsgrace i know it isyouve never let that little one out of your sight,0
j2therizzo funny i asked the same thing today and definitely thought of you,1
macyfouse i was just trying to make a laugh,0
25 of visitors to a site i made come on ie6 and one lonely sole on netscape,0
did not sleep too great feel like crap,0
twistedhelen okay thanks was not sure if i was following the right one or not,1
naseeh thanks,1
we really think you should buy your green home and garden tour passport really go to greenuponca for more info,1
